,article_name,country,revision_id,article_quality,population
18484,Gim Manjung,"Korea, South",796288571,Start,51.8
18485,Pak Chesoon,"Korea, South",796493709,Start,51.8
18486,Gim Yuk,"Korea, South",796840551,Stub,51.8
18487,Sam of Gojoseon,"Korea, South",796864047,Start,51.8
18488,No Choe,"Korea, South",796864173,Start,51.8
18489,No In,"Korea, South",796864214,Stub,51.8
18490,Jang Hyeongwang,"Korea, South",796983268,Stub,51.8
18491,Sin Sukju,"Korea, South",797019806,Start,51.8
18492,Mun Song-sul,"Korea, South",797028964,Stub,51.8
18493,Independence Club,"Korea, South",797070010,B,51.8
18494,Independence Gate,"Korea, South",797070013,Start,51.8
18495,Kim Kyu-sik,"Korea, South",797070016,C,51.8
18496,Lee Kyu-wan,"Korea, South",797070025,Start,51.8
18497,People's joint association,"Korea, South",797070030,Start,51.8
18498,Philip Jaisohn (statue),"Korea, South",797070032,Stub,51.8
18499,Seo Jae-chang,"Korea, South",797070033,Start,51.8
18500,Tongnip Sinmun,"Korea, South",797070040,C,51.8
18501,Yeongeunmun,"Korea, South",797070042,C,51.8
18502,Heo Jeok,"Korea, South",797204242,Stub,51.8
18503,Heo Mok,"Korea, South",797204305,C,51.8
18504,Han Eum,"Korea, South",797294137,Start,51.8
18505,Ha Wiji,"Korea, South",797302131,Stub,51.8
18506,Choe Yong-gon (vice-premier),"Korea, South",797521133,Stub,51.8
18507,Cho Bong-am,"Korea, South",797696038,Start,51.8
18508,Soh Jaipil,"Korea, South",797733673,C,51.8
18509,Gim Du-han,"Korea, South",797790785,Stub,51.8
18510,Gim Jil,"Korea, South",797790889,Start,51.8
18511,Kim Eul-dong,"Korea, South",797790975,Stub,51.8
18512,Kim Ok-gyun,"Korea, South",797791000,C,51.8
18513,Kim Yong-woo,"Korea, South",797791013,Stub,51.8
18514,Gwon Sangha,"Korea, South",797793617,Stub,51.8
18515,Seonghan of Silla,"Korea, South",797806070,Stub,51.8
18516,Song In,"Korea, South",797889698,Start,51.8
18517,Song Byeong-jun,"Korea, South",797890729,Start,51.8
18518,Song Ja,"Korea, South",797890745,Start,51.8
18519,Song Jun-gil,"Korea, South",797890818,Stub,51.8
18520,Song Si-yeol,"Korea, South",797890846,Start,51.8
18521,Kim Jong Suk (government official),"Korea, South",798385390,Stub,51.8
18522,Pang Chol-gap,"Korea, South",798653258,Stub,51.8
18523,Bak Wonjong,"Korea, South",798775829,Stub,51.8
18524,Choe Myeong-gil,"Korea, South",798804327,Stub,51.8
18525,Jeong Nan-jeong,"Korea, South",798806343,Start,51.8
18526,Kim Kyong-hui,"Korea, South",798980515,C,51.8
18527,Choe Sang-rim,"Korea, South",799082374,Start,51.8
18528,Choe Hang (Joseon civil minister),"Korea, South",799275619,Stub,51.8
18529,Yi Jehyeon,"Korea, South",799467569,Stub,51.8
18530,Pak Song-chol,"Korea, South",799635574,Stub,51.8
18531,Ri Jong-ok,"Korea, South",799635602,Stub,51.8
18532,Ri Kun-mo,"Korea, South",799635659,Stub,51.8
18533,Lee In-je,"Korea, South",800115607,Start,51.8
18534,So Kwan-hui,"Korea, South",800191820,Stub,51.8
18535,Pak To-chun,"Korea, South",800270398,Start,51.8
18536,Ju Kyu-chang,"Korea, South",800271205,Stub,51.8
18537,Park Seh-jik,"Korea, South",800303645,Start,51.8
18538,Kang Pan-sok,"Korea, South",800338701,C,51.8
18539,Han Tae-song (diplomat),"Korea, South",800362043,Stub,51.8
18540,Ri Yong-mu,"Korea, South",800488655,Start,51.8
18541,Choe Chun Sik,"Korea, South",800587230,Stub,51.8
18542,Kim Hong-jip,"Korea, South",800588156,C,51.8
18543,Terauchi Masatake,"Korea, South",800642901,C,51.8
18544,Chough Pyung-ok,"Korea, South",801018765,Stub,51.8
18545,Chun Yung-woo,"Korea, South",801024492,Stub,51.8
18546,Hong Jong-u,"Korea, South",801122572,Stub,51.8
18547,Yamanashi Hanzō,"Korea, South",801307427,C,51.8
18548,Ye Wanyong,"Korea, South",801310400,Start,51.8
18549,Yun Ung-nyeol,"Korea, South",801324100,Start,51.8
18550,Sin Son-ho,"Korea, South",801431787,Start,51.8
18551,Choe Ik-hyeon,"Korea, South",801541610,C,51.8
18552,Pak Yong-sik,"Korea, South",801707343,Start,51.8
18553,Shin Seong-il,"Korea, South",801832752,C,51.8
18554,Pak Chang-ok,"Korea, South",802753114,Stub,51.8
18555,Kim Yong-ju,"Korea, South",802853557,Start,51.8
18556,Nobuyuki Abe,"Korea, South",803168425,C,51.8
18557,Yi Kwang-su,"Korea, South",803170294,C,51.8
18558,Kang Yong-sop,"Korea, South",803189343,Start,51.8
18559,Choi Jong-won,"Korea, South",803198174,C,51.8
18560,Bak Gyusu,"Korea, South",803277194,Start,51.8
18561,Bak Jega,"Korea, South",803277250,Start,51.8
18562,Five Eulsa Traitors,"Korea, South",803329075,Start,51.8
18563,Gapsin Coup,"Korea, South",803610442,Start,51.8
18564,Lee Nak-yeon,"Korea, South",804165412,C,51.8
18565,Kim Koo,"Korea, South",804242783,C,51.8
18566,Kim Seong-il,"Korea, South",804315050,C,51.8
18567,Bak Yeonghyo,"Korea, South",804533997,Start,51.8
18568,Prince Yangnyeong,"Korea, South",804815562,C,51.8
18569,Park Eun-sik,"Korea, South",804816016,Stub,51.8
18570,Yi Si-yeong,"Korea, South",804816108,Start,51.8
18571,Chang Deok-soo,"Korea, South",804816420,Start,51.8
18572,Song Jin-woo (journalist),"Korea, South",804816451,Stub,51.8
18573,Kim Doo-kwan,"Korea, South",804817589,Start,51.8
18574,Chung Won-shik,"Korea, South",804968583,Stub,51.8
18575,Moon Hee-sang,"Korea, South",804973495,Stub,51.8
18576,Cho Man-sik,"Korea, South",805106658,B,51.8
18577,Ho Ka-i,"Korea, South",805206719,C,51.8
18578,Kim Sung-ae,"Korea, South",805207730,B,51.8
18579,Yu Hyeongwon,"Korea, South",805558132,Start,51.8
18580,Yun Seondo,"Korea, South",805559066,Start,51.8
18581,Yun Jeung,"Korea, South",805584958,Stub,51.8
18582,Lee Hoe-yeong,"Korea, South",805596272,Start,51.8
18583,Ban Ki-moon,"Korea, South",805658121,FA,51.8
18584,Pak Hon-yong,"Korea, South",805684300,C,51.8
18585,Choe Manri,"Korea, South",805687729,Start,51.8
18586,List of officials purged and executed by Kim Jong-un,"Korea, South",805695382,Start,51.8
18587,North Korean cult of personality,"Korea, South",805696446,B,51.8
18588,Gim Jip,"Korea, South",805735642,Start,51.8
18589,Kim Rak-gyom,"Korea, South",805787270,Stub,51.8
18590,Ri Man-gon,"Korea, South",805787362,Stub,51.8
18591,Yun Chi-ho,"Korea, South",805789230,C,51.8
18592,Yang Hyong-sop,"Korea, South",805875962,C,51.8
18593,Kang Yong-suk,"Korea, South",805959304,Start,51.8
18594,Chang Sŏng-min,"Korea, South",806073213,Start,51.8
18595,Jeong In-hong,"Korea, South",806121281,Stub,51.8
18596,Kang Nung-su,"Korea, South",806310375,Start,51.8
18597,Jo Yon-jun,"Korea, South",806328792,Stub,51.8
18598,Min Yeong-chan,"Korea, South",806400384,Stub,51.8
18599,Min Won-sik,"Korea, South",806401200,Start,51.8
18600,Sunwoo Hwi,"Korea, South",806403730,Start,51.8
18601,Governor-General of Korea,"Korea, South",806461795,C,51.8
18602,Hong Sook-ja,"Korea, South",806507554,Start,51.8
18603,Kim Ki-nam,"Korea, South",806509190,Start,51.8
18604,Kim Hyong-uk,"Korea, South",806556077,Start,51.8
18605,Kim Hanjung,"Korea, South",806642200,Start,51.8
18606,An Min-chol,"Korea, South",806738559,Stub,51.8
18607,Jo So-ang,"Korea, South",806854826,Stub,51.8
18608,Soh Kwang-pom,"Korea, South",806855227,Stub,51.8
18609,Lyuh Woon-hyung,"Korea, South",806885282,C,51.8
18610,Hong Jun-pyo,"Korea, South",806889656,C,51.8
18611,Kim Il (politician),"Korea, South",806983342,Stub,51.8
18612,Moon Jae-in,"Korea, South",807177649,C,51.8
18613,Hui-bin Jang,"Korea, South",807191861,GA,51.8
18614,Kim dynasty (North Korea),"Korea, South",807246981,GA,51.8
18615,Yeom Dong-jin,"Korea, South",807256379,Stub,51.8
18616,Ha Ryun,"Korea, South",807381183,Start,51.8
18617,Syngman Rhee,"Korea, South",807433654,B,51.8
18618,O'Higgins Pioche,Chile,641422326,Stub,18.6
18619,Manuel Montt,Chile,703494680,Start,18.6
18620,Víctor Olea Alegría,Chile,704428239,Stub,18.6
18621,Germán Riesco,Chile,704966834,C,18.6
18622,Juan Luis Sanfuentes,Chile,705122808,Start,18.6
18623,Germán Ignacio Riesco,Chile,705226005,Stub,18.6
18624,Francisco de la Lastra,Chile,705490419,Start,18.6
18625,Francisco Ruiz-Tagle,Chile,707470906,C,18.6
18626,"Domingo Ortiz de Rosas, 1st Marquis of Poblaciones",Chile,708068049,Stub,18.6
18627,Juan Pablo Bennett,Chile,709442731,Stub,18.6
18628,Emilio Bello Codesido,Chile,709489700,Start,18.6
18629,Jenaro Prieto,Chile,709572960,Stub,18.6
18630,José Miguel Infante,Chile,709939650,C,18.6
18631,Anselmo de la Cruz,Chile,709940740,Stub,18.6
18632,Francisco Antonio Pérez,Chile,709940930,Stub,18.6
18633,Mercedes Fontecilla,Chile,710106478,Stub,18.6
18634,Rafaela Bezanilla,Chile,710107538,Stub,18.6
18635,Melchor Concha y Toro,Chile,710187594,Start,18.6
18636,Luis Altamirano,Chile,710267371,Start,18.6
18637,Roberto Delmastro,Chile,710386321,Stub,18.6
18638,Luis Barros Borgoño,Chile,710419619,Start,18.6
18639,José Antonio Errázuriz,Chile,711584922,Stub,18.6
18640,Arturo Puga,Chile,711899538,Stub,18.6
18641,Pedro de Vivar,Chile,711981329,Stub,18.6
18642,Juan Gómez Millas,Chile,712400868,Stub,18.6
18643,Manuel Bulnes Pinto,Chile,712698781,Start,18.6
18644,Teresa Núñez,Chile,712727886,Start,18.6
18645,Anfión Muñoz,Chile,712738208,Stub,18.6
18646,Ventura Blanco Encalada,Chile,712739114,Stub,18.6
18647,Vicente Reyes,Chile,712789708,Start,18.6
18648,Ignacio Urrutia Manzano,Chile,713046610,Start,18.6
18649,José María de la Cruz,Chile,713074654,Start,18.6
18650,Jerónimo Méndez,Chile,713128541,Stub,18.6
18651,José Tadeo Mancheño,Chile,713151981,Stub,18.6
18652,José Ignacio Zenteno,Chile,713152390,Start,18.6
18653,Fernando Baquedano,Chile,713161219,Start,18.6
18654,Hipólito de Villegas,Chile,713320010,Start,18.6
18655,Juan Edmunds Rapahango,Chile,713491300,Stub,18.6
18656,Eliodoro Yáñez,Chile,714396381,Start,18.6
18657,Florencio Durán,Chile,714414954,Stub,18.6
18658,Rafael Valentín Errázuriz,Chile,714537545,Start,18.6
18659,José Goñi,Chile,714684176,Stub,18.6
18660,Pedro Dartnell,Chile,714993177,Start,18.6
18661,Luis Fernández de Córdoba y Arce,Chile,715000905,Start,18.6
18662,Joaquín Vicuña,Chile,715372716,Stub,18.6
18663,Diego González Montero Justiniano,Chile,715396243,Stub,18.6
18664,José Antonio Gómez Urrutia,Chile,715574067,Stub,18.6
18665,Félix de Berroeta,Chile,716009820,Stub,18.6
18666,Karen Poniachik,Chile,717007975,Stub,18.6
18667,Pedro Lucio Cuadra,Chile,717456294,Start,18.6
18668,Nelson Cárcamo Barrera,Chile,718418787,Stub,18.6
18669,Mariano Egaña,Chile,718730137,Stub,18.6
18670,Francisco Astaburuaga Cienfuegos,Chile,718761504,Stub,18.6
18671,Sergio Insunza,Chile,718840512,Stub,18.6
18672,Pedro León Gallo Goyenechea,Chile,718847259,Stub,18.6
18673,Jorge Boonen,Chile,718985662,Stub,18.6
18674,José Tomás Ovalle,Chile,719244568,C,18.6
18675,Clodomiro Almeyda,Chile,719615760,Stub,18.6
18676,Nicolás Díaz,Chile,720077956,Start,18.6
18677,Sergio Zarzar Andonie,Chile,720656154,Stub,18.6
18678,Karol Cariola,Chile,720717263,C,18.6
18679,José Ignacio Palma,Chile,720798367,Stub,18.6
18680,Javier Ángel Figueroa,Chile,720798496,Stub,18.6
18681,Raúl Morales Beltramí,Chile,720798587,Stub,18.6
18682,Jaime Alfonso Quintana,Chile,720798620,Start,18.6
18683,Ambrosio Montt Luco,Chile,720798850,Stub,18.6
18684,Ignacio Silva Ureta,Chile,720798924,Stub,18.6
18685,Carlos Aldunate Solar,Chile,720798991,Stub,18.6
18686,Maximiliano Poblete,Chile,720800557,Stub,18.6
18687,José Antonio Rodríguez Aldea,Chile,720800675,Stub,18.6
18688,José Antonio Gandarillas,Chile,720800875,Stub,18.6
18689,Leocán Portus,Chile,720805052,Stub,18.6
18690,Héctor Faúndez,Chile,720845189,Stub,18.6
18691,Agustín Edwards Ross,Chile,720845487,Stub,18.6
18692,Juan Chandía,Chile,721029658,Stub,18.6
18693,Ramona Parra,Chile,721029956,Stub,18.6
18694,Francisco Bulnes Sanfuentes,Chile,721034983,Stub,18.6
18695,Germán Picó Cañas,Chile,721039387,Start,18.6
18696,Tancredo Pinochet,Chile,721040159,Start,18.6
18697,Juan Ignacio de la Carrera Yturgoyen,Chile,721041028,Stub,18.6
18698,Francisco de Paula Donoso Vergara,Chile,721041962,Stub,18.6
18699,Rafael de la Barra López,Chile,721042065,Start,18.6
18700,José Manuel Eguiguren Urrejola,Chile,721042099,Stub,18.6
18701,Manuel Miquel Rodríguez,Chile,721042142,Stub,18.6
18702,Jorge Prieto Echaurren,Chile,721042282,Stub,18.6
18703,Nicolás Monckeberg,Chile,721572534,Stub,18.6
18704,Pablo Zalaquett,Chile,721625873,Stub,18.6
18705,Baldo Prokurica,Chile,721626808,Stub,18.6
18706,"Mateo de Toro Zambrano, 1st Count of La Conquista",Chile,721983247,Start,18.6
18707,Patricio Rey Sommer,Chile,722124523,Stub,18.6
18708,Enrique Mac Iver,Chile,722321678,Stub,18.6
18709,Manuel Camilo Vial,Chile,722412783,Start,18.6
18710,Camilo Ballesteros,Chile,722957867,Start,18.6
18711,Carlos Walker Martínez,Chile,723029554,Start,18.6
18712,José Antonio Galilea Vedaurre,Chile,723041398,Stub,18.6
18713,Guillermo Teillier,Chile,723466596,Stub,18.6
18714,Ricardo Israel,Chile,723630586,Start,18.6
18715,Tomás Jocelyn-Holt,Chile,723630600,Stub,18.6
18716,Alfonso Márquez de la Plata,Chile,724342782,Stub,18.6
18717,Ramón Vega Hidalgo,Chile,724393372,Stub,18.6
18718,Luis Pareto González,Chile,724436017,Stub,18.6
18719,Benjamín Muñoz Gamero,Chile,724454109,Stub,18.6
18720,Julio Silva Solar,Chile,724575092,Stub,18.6
18721,Juan Esteban Rodríguez Segura,Chile,725041586,Stub,18.6
18722,Melquiades Valderrama,Chile,725309464,Stub,18.6
18723,Alberto Arenas,Chile,725460480,Stub,18.6
18724,Felipe Heusser,Chile,727619363,Stub,18.6
18725,Santiago Arcos,Chile,727765694,Stub,18.6
18726,Abraham Oyanedel,Chile,728050666,Stub,18.6
18727,Nicolasa Valdés,Chile,728512266,Stub,18.6
18728,José María Urrutia Manzano,Chile,732458192,Stub,18.6
18729,José Alfonso Cavada,Chile,735479862,Stub,18.6
18730,José Santos Lira Calvo,Chile,735781216,Start,18.6
18731,Raúl Rettig,Chile,736620649,Stub,18.6
18732,Ruy Barbosa Popolizio,Chile,736992718,Stub,18.6
18733,Fernando Alessandri,Chile,737105428,Start,18.6
18734,Arturo Alessandri Besa,Chile,739297939,Stub,18.6
18735,Sergio Onofre Jarpa,Chile,740370291,Start,18.6
18736,Carmen Cardinali Paoa,Chile,741348139,Start,18.6
18737,Agustín Edwards Ossandón,Chile,742795546,Stub,18.6
18738,Luis Claro Solar,Chile,743029369,Start,18.6
18739,Juan Pablo Orrego,Chile,743856703,Stub,18.6
18740,Alicia Cañas Zañartu,Chile,744263464,Stub,18.6
18741,Francisco Ibáñez de Peralta,Chile,744418509,Stub,18.6
18742,Juan Andrés de Ustariz,Chile,744454257,Stub,18.6
18743,Arnoldo Camu,Chile,744741929,Stub,18.6
18744,Aucán Huilcamán,Chile,744743598,Stub,18.6
18745,Jorge Bunster,Chile,745277910,Stub,18.6
18746,Hermógenes Irisarri,Chile,746397594,Start,18.6
18747,Salvador Sanfuentes,Chile,746400267,Stub,18.6
18748,Aurora Argomedo,Chile,746412073,Stub,18.6
18749,Roxana Miranda,Chile,746535707,C,18.6
18750,Francisco Vidal Salinas,Chile,746566453,Stub,18.6
18751,Julio Durán,Chile,746585178,Stub,18.6
18752,Eduardo Cruz-Coke,Chile,749165941,Start,18.6
18753,Bernardo Ibáñez,Chile,749183059,Start,18.6
18754,Carlos Lorca,Chile,749665954,Start,18.6
18755,Vicente Merino,Chile,749957308,Stub,18.6
18756,Alfredo Duhalde,Chile,750283545,Start,18.6
18757,Rodrigo Hinzpeter,Chile,751055176,Start,18.6
18758,Joaquín Lavín,Chile,751803508,Start,18.6
18759,Ismael Tocornal,Chile,752147665,Start,18.6
18760,Ángel de Peredo,Chile,752914902,Start,18.6
18761,Benjamín Vicuña Mackenna,Chile,755711515,C,18.6
18762,Laura Rodríguez,Chile,757341466,Stub,18.6
18763,Fernando Matthei,Chile,757504872,C,18.6
18764,Cecilia Pérez,Chile,757540425,Stub,18.6
18765,María Ignacia Benítez,Chile,757615567,Stub,18.6
18766,Patricia Pérez Goldberg,Chile,757616369,Stub,18.6
18767,Paulina Veloso,Chile,757616415,Start,18.6
18768,Romy Schmidt,Chile,757616834,Start,18.6
18769,Ximena Rincón,Chile,757618864,Stub,18.6
18770,Sonia Tschorne,Chile,757794121,Stub,18.6
18771,Marcial Mora,Chile,758478925,Stub,18.6
18772,Sara Larraín,Chile,759925176,Start,18.6
18773,Mónica Jiménez,Chile,760422907,Start,18.6
18774,Magdalena Matte,Chile,760741230,Start,18.6
18775,Juan Castellón Larenas,Chile,762047986,Stub,18.6
18776,José Joaquín Aguirre,Chile,763070882,Stub,18.6
18777,José Santos Salas,Chile,763631798,Start,18.6
18778,Juan Antonio Ríos,Chile,764084290,C,18.6
18779,Pedro Nolasco Cruz Vergara,Chile,767056934,C,18.6
18780,Rodrigo Peñailillo,Chile,767833307,Stub,18.6
18781,Teodoro Ribera,Chile,767850129,Stub,18.6
18782,Jorge Arrate,Chile,767891196,GA,18.6
18783,Edmundo Pérez Zujovic,Chile,768490556,C,18.6
18784,Rod Loyola,Chile,768782302,Stub,18.6
18785,Manuel Jacques,Chile,769044847,Stub,18.6
18786,Vivianne Blanlot,Chile,769893454,Stub,18.6
18787,José Joaquín Pérez,Chile,769918607,Stub,18.6
18788,Luis Muñoz de Guzmán,Chile,770854113,Stub,18.6
18789,Pedro Montt,Chile,770977796,Start,18.6
18790,Augusto Matte Pérez,Chile,771031464,Stub,18.6
18791,Pedro Edmunds Paoa,Chile,772039460,Start,18.6
18792,Jorge Montt,Chile,773374477,Start,18.6
18793,Melania Hotu,Chile,773434243,Start,18.6
18794,Gustavo Leigh,Chile,773972839,Start,18.6
18795,Osvaldo Andrade,Chile,774624585,Stub,18.6
18796,Hernán Larraín,Chile,775116928,Start,18.6
18797,Julieta Campusano,Chile,775200420,Stub,18.6
18798,Pedro Aguirre Cerda,Chile,776117351,C,18.6
18799,Mireya Baltra,Chile,776704175,B,18.6
18800,Jacinto Chacón,Chile,777048495,Stub,18.6
18801,Agustín Edwards Mac-Clure,Chile,777114089,Start,18.6
18802,Sergio Vuskovic,Chile,777227568,Stub,18.6
18803,Jorge Jiménez (Chilean politician),Chile,777481425,Start,18.6
18804,José Joaquín Prieto,Chile,777607085,Start,18.6
18805,José Tomás Errázuriz,Chile,777621355,Start,18.6
18806,Juan Andrés Fontaine Talavera,Chile,777662083,Start,18.6
18807,Domingo Santa María,Chile,778152295,Start,18.6
18808,Radomiro Tomic,Chile,778398225,Start,18.6
18809,Elena Caffarena,Chile,778410552,Start,18.6
18810,Olga Poblete,Chile,778410623,Stub,18.6
18811,Pedro Nolasco Gandarillas,Chile,778665586,Stub,18.6
18812,Hermógenes Pérez de Arce Lopetegui,Chile,778785999,Stub,18.6
18813,José Matías Grez,Chile,779092431,Stub,18.6
18814,Pablo Longueira,Chile,779209977,Start,18.6
18815,Isabel Allende (politician),Chile,779377537,Start,18.6
18816,Ingrid Antonijevic,Chile,779377658,Start,18.6
18817,Laura Allende,Chile,779980672,Start,18.6
18818,Pedro Osores de Ulloa,Chile,780482249,Stub,18.6
18819,Francisco de Álava y Nureña,Chile,780482340,Stub,18.6
18820,Manuel Silvestre de Salamanca Cano,Chile,780482891,Stub,18.6
18821,Alejandra Krauss,Chile,781079977,Stub,18.6
18822,Fernando Errázuriz Aldunate,Chile,781364140,C,18.6
18823,Jorge Alessandri,Chile,781401688,C,18.6
18824,Patricio Carvajal,Chile,782141662,Start,18.6
18825,Ena von Baer,Chile,782616077,Start,18.6
18826,Manfred Max Neef,Chile,783209022,Start,18.6
18827,Manuel Baquedano,Chile,783277165,GA,18.6
18828,Manuel Blanco Encalada,Chile,783277476,Start,18.6
18829,Marmaduke Grove,Chile,783665542,Start,18.6
18830,Alfredo Moreno Charme,Chile,784320685,Stub,18.6
18831,Juan Esteban Montero,Chile,784625711,Start,18.6
18832,Graciela Mandujano,Chile,785367813,Start,18.6
18833,Camilo Escalona,Chile,786390585,Stub,18.6
18834,Federico Errázuriz Zañartu,Chile,786401657,Start,18.6
18835,Claudio Orrego,Chile,786506425,Stub,18.6
18836,Soledad Alvear,Chile,786799210,Start,18.6
18837,Gabriel González Videla,Chile,787725622,C,18.6
18838,Laura Albornoz,Chile,788009726,Stub,18.6
18839,Bautista van Schouwen,Chile,788115983,C,18.6
18840,Alberto Cabero,Chile,788212410,Start,18.6
18841,Juan Bustos,Chile,788432921,Start,18.6
18842,Ramón Subercaseaux Vicuña,Chile,788513350,C,18.6
18843,Olga Feliú,Chile,788559392,Stub,18.6
18844,Elías Fernández Albano,Chile,789024934,Start,18.6
18845,Andrés Allamand,Chile,789145783,Stub,18.6
18846,Andrés Chadwick,Chile,789146486,Start,18.6
18847,Andrés Pascal Allende,Chile,789149335,Stub,18.6
18848,Andrés Zaldívar,Chile,789150177,C,18.6
18849,Julio Canessa,Chile,789343679,Stub,18.6
18850,Francisco Antonio Pinto,Chile,789424497,C,18.6
18851,Antonio José de Irisarri,Chile,789472819,Start,18.6
18852,Aníbal Pinto,Chile,789810720,Start,18.6
18853,Arturo Frei Bolívar,Chile,789860515,Start,18.6
18854,Carmen Frei,Chile,789991975,Stub,18.6
18855,Patricio Walker,Chile,790164740,Start,18.6
18856,Yasna Provoste,Chile,790609344,C,18.6
18857,Bartolomé Blanche,Chile,790678773,Stub,18.6
18858,José Tohá,Chile,791026392,Start,18.6
18859,Jorge Prat,Chile,791041915,C,18.6
18860,Manuel Rodríguez Erdoíza,Chile,791283908,C,18.6
18861,Fernando Márquez de la Plata,Chile,791463616,Start,18.6
18862,Gustavo Alessandri Valdés,Chile,791566721,Stub,18.6
18863,Francisco Bilbao,Chile,791981999,C,18.6
18864,Camila Vallejo,Chile,792936867,C,18.6
18865,Carlos Dávila,Chile,793177854,Start,18.6
18866,Carlos Larraín,Chile,793180413,Start,18.6
18867,Carlos Ominami,Chile,793182778,C,18.6
18868,Carmen Romo Sepúlveda,Chile,793195835,Stub,18.6
18869,Catalina Parot,Chile,793332386,Stub,18.6
18870,Jorge Burgos,Chile,793379641,Stub,18.6
18871,Rodrigo Valdés,Chile,793379788,Stub,18.6
18872,Adriana Olguín,Chile,793392231,Start,18.6
18873,María Larraín de Vicuña,Chile,793563392,Stub,18.6
18874,Bernhard Eunom Philippi,Chile,793877282,Start,18.6
18875,Vicente Pérez Rosales,Chile,793877403,Stub,18.6
18876,José Manuel Balmaceda,Chile,794954548,C,18.6
18877,Enrique Balmaceda,Chile,794954640,Start,18.6
18878,Diego Portales,Chile,795078114,C,18.6
18879,Jaime Parada,Chile,795478497,Start,18.6
18880,Cristián Reitze,Chile,795492132,Start,18.6
18881,José Miguel Carrera,Chile,795611061,C,18.6
18882,Raúl Pellegrin,Chile,795818180,Start,18.6
18883,Augusto Parra Muñoz,Chile,796397565,Stub,18.6
18884,José Serafín López,Chile,796414426,Stub,18.6
18885,Carlos Echazarreta Larraín,Chile,796414440,Start,18.6
18886,Felipe Iturriaga,Chile,796414490,Stub,18.6
18887,Ramón Barros Luco,Chile,796583662,C,18.6
18888,Ramón Freire,Chile,796588111,C,18.6
18889,Emiliano Figueroa,Chile,796695829,Start,18.6
18890,Alejandro Foxley,Chile,796938948,Start,18.6
18891,Alfredo Sfeir,Chile,796974461,Start,18.6
18892,Marta Larraechea,Chile,797131546,Start,18.6
18893,Carlos Ibáñez del Campo,Chile,797131867,C,18.6
18894,Pedro Opaso,Chile,797132058,Start,18.6
18895,Jaime Guzmán,Chile,797500191,C,18.6
18896,Ignacio Walker,Chile,797545522,Stub,18.6
18897,Jacqueline van Rysselberghe,Chile,797560309,Start,18.6
18898,José Antonio Kast,Chile,797567021,Start,18.6
18899,Miguel Enríquez (politician),Chile,797830298,C,18.6
18900,Luis Emilio Recabarren,Chile,797992965,C,18.6
18901,Nicolás Eyzaguirre,Chile,798248989,Start,18.6
18902,Juan Antonio Iribarren,Chile,798464124,Stub,18.6
18903,Raquel Argandoña,Chile,798597984,Start,18.6
18904,Leonardo Farkas,Chile,798621728,Start,18.6
18905,Loreto Silva,Chile,799132906,Stub,18.6
18906,Arturo Alessandri,Chile,799316486,C,18.6
18907,Ricardo Lagos Weber,Chile,799932471,GA,18.6
18908,Viviana Díaz,Chile,801131865,Start,18.6
18909,Vlado Mirosevic,Chile,801133594,C,18.6
18910,José Piñera,Chile,801733801,C,18.6
18911,Adriana Delpiano,Chile,801771978,Start,18.6
18912,Eugenio Pizarro,Chile,802179871,Stub,18.6
18913,Evelyn Matthei,Chile,802343340,C,18.6
18914,Orlando Letelier,Chile,802452455,C,18.6
18915,María de la Cruz,Chile,802517795,Start,18.6
18916,Inés Enríquez Frödden,Chile,802581204,Stub,18.6
18917,Arturo Longton,Chile,802590708,Stub,18.6
18918,Amelia Herrera,Chile,802626515,Start,18.6
18919,Vicente Huidobro,Chile,802830023,B,18.6
18920,Manuel Bulnes,Chile,802909384,Start,18.6
18921,Federico Errázuriz Echaurren,Chile,802916159,C,18.6
18922,Felipe Bulnes,Chile,802940377,Stub,18.6
18923,Fernando Flores,Chile,803033753,Start,18.6
18924,Bernardo O'Higgins,Chile,803736821,C,18.6
18925,Max Marambio,Chile,803876308,Stub,18.6
18926,Eduardo Frei Montalva,Chile,803917695,C,18.6
18927,Beatriz Allende,Chile,803930855,Start,18.6
18928,Francisco Javier Errázuriz Talavera,Chile,803955392,Start,18.6
18929,Francisco Nef,Chile,803962675,Start,18.6
18930,Franco Parisi,Chile,803987067,C,18.6
18931,Hernán Büchi,Chile,804288493,C,18.6
18932,José Florencio Guzmán,Chile,804456318,Stub,18.6
18933,Gabriel Valdés,Chile,804584478,Stub,18.6
18934,Emil Körner,Chile,804862378,Start,18.6
18935,Laurence Golborne,Chile,805396842,C,18.6
18936,José de Santiago Concha Jiménez Lobatón,Chile,805797980,Stub,18.6
18937,Tomás Álvarez de Acevedo,Chile,805801662,Stub,18.6
18938,José de Santiago Concha,Chile,805803239,Stub,18.6
18939,Gladys Marín,Chile,805879807,Start,18.6
18940,Salvador Allende,Chile,806030067,B,18.6
18941,Rodolfo Stange,Chile,806298408,Start,18.6
18942,José Toribio Merino,Chile,806300287,C,18.6
18943,Patricio Aylwin,Chile,806356151,C,18.6
18944,Eduardo Frei Ruiz-Tagle,Chile,806356738,C,18.6
18945,César Mendoza,Chile,806372092,Start,18.6
18946,José Miguel Insulza,Chile,806481036,C,18.6
18947,Jaime Mañalich,Chile,806535268,Stub,18.6
18948,Alejandro Guillier,Chile,806729203,Stub,18.6
18949,Sebastián Piñera,Chile,806729289,C,18.6
