,article_name,country,revision_id,article_quality,population
12154,Robert Brooke-Popham,Kenya,790487610,GA,51
12155,John Pesa Dache,Kenya,790725791,Stub,51
12156,Kiprono Langat,Kenya,791034770,Stub,51
12157,Benjamin Cheboi,Kenya,791097522,Start,51
12158,Beth Wambui Mugo,Kenya,791245298,Stub,51
12159,Victor Munyaka,Kenya,791469113,Stub,51
12160,Joseph Ole Nkaissery,Kenya,791763444,Start,51
12161,Bonaya Godana,Kenya,791911378,Stub,51
12162,Bonny Khalwale,Kenya,791924531,C,51
12163,First Lady of Kenya,Kenya,792024344,Stub,51
12164,Philip Kaloki,Kenya,792353438,Stub,51
12165,Burudi Nabwera,Kenya,792658527,Stub,51
12166,Otieno Kajwang,Kenya,792677652,Stub,51
12167,Deputy President of Kenya,Kenya,793012659,Start,51
12168,Wycliffe Oparanya,Kenya,793178822,Start,51
12169,Percy Girouard,Kenya,793580175,B,51
12170,Daniel Karaba,Kenya,793585442,Start,51
12171,Charles Lugano,Kenya,793686074,Stub,51
12172,David Mwiraria,Kenya,794035759,Start,51
12173,"Evelyn Baring, 1st Baron Howick of Glendale",Kenya,794233789,Start,51
12174,Dennis Akumu,Kenya,794291790,Stub,51
12175,Lorna Laboso,Kenya,794395519,Start,51
12176,Boaz Kipchumba Kaino,Kenya,794522698,Stub,51
12177,Clement Muchiri Wambugu,Kenya,794650852,Start,51
12178,Ibrahim Ali Hussein,Kenya,794682850,Stub,51
12179,Josiah Mwangi Kariuki,Kenya,794796636,Start,51
12180,Eric Mutua,Kenya,794979175,Stub,51
12181,Moody Awori,Kenya,795019096,C,51
12182,Josephat Karanja,Kenya,795250175,Start,51
12183,Ndiritu Muriithi,Kenya,795784022,Start,51
12184,Marere wa Mwachai,Kenya,795800699,Start,51
12185,Machel Waikenda,Kenya,795804367,Start,51
12186,Yusuf Chanzu,Kenya,795830729,Stub,51
12187,Asman Kamama,Kenya,795852424,Stub,51
12188,Eric Edward Khasakhala,Kenya,796255913,C,51
12189,Charles Keter,Kenya,796552637,Stub,51
12190,Ibrahim A. Saney,Kenya,796689821,Stub,51
12191,Ferdinand Waititu,Kenya,796853680,Start,51
12192,Julius Malombe,Kenya,796886367,Stub,51
12193,Mohammed Kuti,Kenya,797023837,Stub,51
12194,Frederick John Jackson,Kenya,797262615,Start,51
12195,Bruce McKenzie,Kenya,797449627,Start,51
12196,Philip Leakey,Kenya,797565183,Stub,51
12197,Washington Jakoyo Midiwo,Kenya,797586178,Stub,51
12198,Ali Roba,Kenya,797626931,Start,51
12199,John Harun Mwau,Kenya,797695325,Start,51
12200,Hassan Joho,Kenya,797819376,Start,51
12201,Machakos County Governor,Kenya,797867917,Stub,51
12202,Godfrey Gitahi Kariuki,Kenya,798174028,Stub,51
12203,Sam Ongeri,Kenya,798227232,Start,51
12204,Kenneth Lusaka,Kenya,798231185,Start,51
12205,Josphat Nanok,Kenya,798257112,Stub,51
12206,Salim Mvurya,Kenya,798257731,Start,51
12207,Julius Kipyegon Kones,Kenya,798320897,Start,51
12208,Wilber Otichilo,Kenya,798351355,Stub,51
12209,Nzamba Kitonga,Kenya,798355131,Stub,51
12210,Kivutha Kibwana,Kenya,798408497,Start,51
12211,William Gitau,Kenya,798964195,Stub,51
12212,Henry Monck-Mason Moore,Kenya,798986892,Start,51
12213,Kipsengeret Koros,Kenya,799360540,Start,51
12214,Joshua Irungu,Kenya,799368888,Start,51
12215,Bernard Kiala,Kenya,799371261,Start,51
12216,Tom Mboya,Kenya,799378249,GA,51
12217,Munyua Waiyaki,Kenya,799428803,Start,51
12218,Mohamed Yusuf Haji,Kenya,799431497,C,51
12219,Kalonzo Musyoka,Kenya,799601046,C,51
12220,Aden Duale,Kenya,799627137,Stub,51
12221,Kembi Gitura,Kenya,799634227,Stub,51
12222,Davis Chirchir,Kenya,799678665,Stub,51
12223,Felix Koskei,Kenya,799698202,Stub,51
12224,Hassan Wario,Kenya,799717467,Stub,51
12225,Henry Rotich,Kenya,799720741,Stub,51
12226,Jacob Kaimenyi,Kenya,799738885,Stub,51
12227,James Wainaina Macharia,Kenya,799741904,Stub,51
12228,Judy Wakhungu,Kenya,799770429,Start,51
12229,Michael Kamau,Kenya,799812614,Stub,51
12230,Dick Wathika,Kenya,799866898,Stub,51
12231,Raychelle Omamo,Kenya,799892664,Stub,51
12232,Reuben Sechele Nyangweso,Kenya,799925801,C,51
12233,Isaac Ruto,Kenya,800161307,Stub,51
12234,Kabando wa Kabando,Kenya,800229156,Start,51
12235,Michael Kijana Wamalwa,Kenya,800231114,C,51
12236,Joyce Laboso,Kenya,800267241,Start,51
12237,Peter Ochieng Odoyo,Kenya,800333752,Stub,51
12238,Wilson Litole,Kenya,800347079,Stub,51
12239,Kiraitu Murungi,Kenya,800391945,C,51
12240,Mike Sonko,Kenya,800617522,Start,51
12241,Gideon Mung'aro,Kenya,800976097,Stub,51
12242,Hon Stanley Nyaga Kithung'a,Kenya,801312658,Stub,51
12243,Elizabeth Ongoro,Kenya,801424499,Stub,51
12244,Esther Passaris,Kenya,801446323,C,51
12245,Charity Ngilu,Kenya,801487665,C,51
12246,William Ruto,Kenya,801578644,C,51
12247,Martha Karua,Kenya,801592383,C,51
12248,Erastus J. O. Mwencha,Kenya,801844978,Stub,51
12249,Harry Thuku,Kenya,802117133,Start,51
12250,Musalia Mudavadi,Kenya,802187568,C,51
12251,Wambui Otieno,Kenya,802205703,Start,51
12252,Lee Kinyanjui,Kenya,802353602,Stub,51
12253,Cornel Rasanga Amoth,Kenya,802354529,Start,51
12254,Amram Musungu,Kenya,802460649,Start,51
12255,Rebecca Nabutola,Kenya,802551438,Stub,51
12256,Janet ong'era,Kenya,802565760,Stub,51
12257,Mbadi John Ng'ongo,Kenya,802633990,Stub,51
12258,Joseph Hellon,Kenya,802731648,Start,51
12259,Phyllis Kandie,Kenya,802732809,Stub,51
12260,Issa Timamy,Kenya,802968896,Start,51
12261,Ngethe Njoroge,Kenya,803055226,Stub,51
12262,Ruth Habwe,Kenya,803199083,Stub,51
12263,Grace Onyango,Kenya,803367951,Stub,51
12264,Samuel Kivuitu,Kenya,803510837,Stub,51
12265,Peter Munya,Kenya,803609950,C,51
12266,Robert Coryndon,Kenya,803618918,GA,51
12267,Jack Ranguma,Kenya,803644025,Stub,51
12268,Nassir Nuh Abdi,Kenya,803752444,Stub,51
12269,Jamleck Irungu Kamau,Kenya,803800617,Start,51
12270,Malcolm MacDonald,Kenya,803835166,C,51
12271,Francis Muthaura,Kenya,803928076,Start,51
12272,Francis Ole Kaparo,Kenya,803929204,Start,51
12273,List of colonial governors and administrators of Kenya,Kenya,803983051,Start,51
12274,Cleopa Kilonzo Mailu,Kenya,803994295,Start,51
12275,Daisy Nyongesa,Kenya,804076685,Start,51
12276,Grace Ogot,Kenya,804130858,C,51
12277,Willy Bett,Kenya,804290735,Stub,51
12278,Evans Kidero,Kenya,804351786,Start,51
12279,Margaret Kamar,Kenya,804452650,Stub,51
12280,Wangari Maathai,Kenya,804550847,GA,51
12281,Robert Ouko (politician),Kenya,804642718,C,51
12282,David ole Nkedianye,Kenya,804848031,Stub,51
12283,Abdul Rahim Dawood,Kenya,804869854,Stub,51
12284,Moses Akaranga,Kenya,804873198,Start,51
12285,Fred Kapondi,Kenya,804892672,Stub,51
12286,Margaret Kenyatta (mayor),Kenya,804983758,C,51
12287,Jonathan Mwangangi Mueke,Kenya,805008963,Start,51
12288,Nixon Kiprotich Korir,Kenya,805151826,Start,51
12289,George Saitoti,Kenya,805250645,B,51
12290,George Thuo,Kenya,805261222,Start,51
12291,Ekuru Aukot,Kenya,805418696,Stub,51
12292,Gideon Mwiti,Kenya,805572440,Stub,51
12293,Robert Kiptoo Kipkorir,Kenya,805742653,Stub,51
12294,Cecily Mutitu Mbarire,Kenya,806037934,Stub,51
12295,James Orengo,Kenya,806058920,Start,51
12296,Irungu Kang'ata,Kenya,806087740,GA,51
12297,Anne Waiguru,Kenya,806136719,C,51
12298,Moses Kuria,Kenya,806164856,Stub,51
12299,Peter Anyang' Nyong'o,Kenya,806324173,Start,51
12300,Abdikadir Hussein Mohamed,Kenya,806519579,Stub,51
12301,David Musila,Kenya,806670089,Stub,51
12302,Naisula Lesuuda,Kenya,806670350,C,51
12303,Kimaiyo Sego,Kenya,806751792,C,51
12304,Jaramogi Oginga Odinga,Kenya,806856814,C,51
12305,Margaret Wanjiru,Kenya,806860809,Start,51
12306,Charles Eliot (diplomat),Kenya,807070352,C,51
12307,Raila Odinga,Kenya,807117880,B,51
12308,Mwai Kibaki,Kenya,807211531,B,51
12309,Joseph Murumbi,Kenya,807224809,C,51
12310,Daniel arap Moi,Kenya,807246414,C,51
12311,Alfred Mutua,Kenya,807398594,C,51
12312,Alice Muthoni Wahome,Kenya,807476386,Stub,51
12313,Kamu de Almeida,Angola,623334577,Stub,30.4
12314,Afonso Pedro Canga,Angola,684499128,Stub,30.4
12315,Francisco Romão,Angola,703532164,Stub,30.4
12316,Osvaldo de Jesus Serra Van-Dúnem,Angola,705597487,Stub,30.4
12317,Cristiano André,Angola,707213784,Stub,30.4
12318,Carlos Contreiras,Angola,711020711,Stub,30.4
12319,Ilídio Machado,Angola,712046802,Stub,30.4
12320,Elias Salupeto Pena,Angola,712276137,Stub,30.4
12321,Mfulupinga Nlando Victor,Angola,712573588,Start,30.4
12322,Jose João Manuel,Angola,713011130,Stub,30.4
12323,João Manuel Bernardo,Angola,713053653,Stub,30.4
12324,Pedro Fernando Mavunza,Angola,713281421,Stub,30.4
12325,Kafundanga Chingunji,Angola,713313110,Stub,30.4
12326,Valdemar Chidondo,Angola,713318809,Stub,30.4
12327,Antonio da Costa Fernandes,Angola,713323702,Stub,30.4
12328,Luís de Almeida,Angola,713328373,Stub,30.4
12329,José Patrício,Angola,713330500,Stub,30.4
12330,Kambamba Kulaxingo,Angola,713334490,Stub,30.4
12331,Ambrósio Lukoki,Angola,713423251,Stub,30.4
12332,Mawete João Baptista,Angola,713453404,Stub,30.4
12333,Henrique de Carvalho Santos,Angola,713455528,Stub,30.4
12334,Daniel Ntongi-Nzinga,Angola,713469695,Stub,30.4
12335,Rui de Sá,Angola,713476015,Stub,30.4
12336,Samuel Tito Armando,Angola,714642389,Stub,30.4
12337,Hélder Vieira Dias,Angola,714975430,Stub,30.4
12338,Roberto Leal Monteiro,Angola,714976517,Stub,30.4
12339,Elísio de Figueiredo,Angola,715463290,Stub,30.4
12340,Boaventura Cardoso,Angola,720170185,Stub,30.4
12341,Miguel Neto,Angola,722314224,Stub,30.4
12342,António Bento Bembe,Angola,738706030,Start,30.4
12343,Ekuikui IV,Angola,741475212,Stub,30.4
12344,António Dias Cardoso,Angola,744573173,Stub,30.4
12345,Josefina Pitra Diakité,Angola,745551235,Stub,30.4
12346,Almerindo Jaka Jamba,Angola,749138916,Stub,30.4
12347,Lucas Ngonda,Angola,752752799,Stub,30.4
12348,Henrique N'zita Tiago,Angola,752753064,Stub,30.4
12349,Jorge Sangumba,Angola,752753260,Stub,30.4
12350,Tony da Costa Fernandes,Angola,752753780,Stub,30.4
12351,Miguel Maria N'Zau Puna,Angola,752753836,Stub,30.4
12352,David Chingunji,Angola,752753881,Stub,30.4
12353,Dinho Chingunji,Angola,752753907,Stub,30.4
12354,Paulo Lukamba,Angola,752753949,Start,30.4
12355,Lúcio Lara,Angola,755328826,Stub,30.4
12356,Maria Mambo Café,Angola,757615213,Start,30.4
12357,Demosthenes Amos Chilingutila,Angola,759737513,Stub,30.4
12358,Mário Pinto de Andrade,Angola,766497681,Start,30.4
12359,Nito Alves,Angola,770473369,Start,30.4
12360,António Jacinto,Angola,770853637,Start,30.4
12361,Pedro de Castro van Dúnem,Angola,771991458,Start,30.4
12362,Afonso Van-Dunem,Angola,771991727,Stub,30.4
12363,Carolina Cerqueira,Angola,775242747,C,30.4
12364,Jeremias Chitunda,Angola,776491957,Start,30.4
12365,Jerónimo Elavoko Wanga,Angola,776569751,Stub,30.4
12366,José Maria Botelho de Vasconcelos,Angola,777612121,Stub,30.4
12367,João Maria de Sousa,Angola,777653249,Start,30.4
12368,Gilberto Buta Lutucuta,Angola,778673851,Stub,30.4
12369,Kundy Pahiama,Angola,779429863,Stub,30.4
12370,Hendrick Vaal Neto,Angola,780752175,Stub,30.4
12371,Manuel Pedro Pacavira,Angola,783282959,Stub,30.4
12372,Albina Africano,Angola,783299895,Start,30.4
12373,Eugenio Manuvakola,Angola,783640980,Stub,30.4
12374,António Dembo,Angola,784078878,Start,30.4
12375,João Bernardo de Miranda,Angola,784374404,C,30.4
12376,Marcolino Moco,Angola,785370471,Stub,30.4
12377,José Pedro de Morais,Angola,787094495,Stub,30.4
12378,Venâncio da Silva Moura,Angola,787095864,Stub,30.4
12379,Joaquim Pinto de Andrade,Angola,787178508,Stub,30.4
12380,Anibal João Melo,Angola,787304575,Start,30.4
12381,Aguinaldo Jaime,Angola,787894734,Stub,30.4
12382,Paulo Teixeira Jorge,Angola,788340602,Stub,30.4
12383,Ana Maria Teles Carreira,Angola,788944470,Stub,30.4
12384,Anália de Victória Pereira,Angola,789517524,Stub,30.4
12385,Paulo Kassoma,Angola,789912374,C,30.4
12386,José Filomeno dos Santos,Angola,789914066,Stub,30.4
12387,Rodrigues Mingas,Angola,790668979,Start,30.4
12388,David Mendes,Angola,790858165,Stub,30.4
12389,Kimpa Vita,Angola,791323586,B,30.4
12390,Juilão Mateus Paulo,Angola,791871708,Stub,30.4
12391,Brito Sozinho,Angola,792385356,Stub,30.4
12392,Gaspar Martins,Angola,792684695,Start,30.4
12393,Ana Dias Lourenço,Angola,793447028,C,30.4
12394,Wilson dos Santos,Angola,793869492,Stub,30.4
12395,Pitra Neto,Angola,794206406,Stub,30.4
12396,Palmira Barbosa,Angola,795862869,Start,30.4
12397,Agostinho Neto,Angola,796556790,C,30.4
12398,Ngola Kabangu,Angola,796893647,Stub,30.4
12399,Abel Chivukuvuku,Angola,799683479,Start,30.4
12400,Domingos Culolo,Angola,800233344,Stub,30.4
12401,Domingos Manuel Njinga,Angola,800233405,Stub,30.4
12402,Valentim Amões,Angola,800247488,Stub,30.4
12403,Aliceres Mango,Angola,800247641,Stub,30.4
12404,Lopo do Nascimento,Angola,800247720,Stub,30.4
12405,António Alberto Neto,Angola,800247804,Stub,30.4
12406,Tito Chingunji,Angola,800989005,Stub,30.4
12407,Isaías Samakuva,Angola,801156035,Start,30.4
12408,Efigênia dos Santos Lima Clemente,Angola,801194124,Stub,30.4
12409,Uanhenga Xitu,Angola,801631929,Stub,30.4
12410,Bornito de Sousa,Angola,802530534,Start,30.4
12411,Manuel Vicente,Angola,802610698,C,30.4
12412,Fernando José de França Dias Van-Dúnem,Angola,803036381,C,30.4
12413,Francisco Higino Carneiro,Angola,803953524,Stub,30.4
12414,Georges Rebelo Chicoti,Angola,804379199,Start,30.4
12415,Jonas Savimbi,Angola,805396216,C,30.4
12416,João Lourenço,Angola,805600045,C,30.4
12417,President of Angola,Angola,806363901,Start,30.4
12418,José Eduardo dos Santos,Angola,806849684,B,30.4
12419,Hiša Marije Pomočnice,Slovenia,624468970,Stub,2.1
12420,List of Slovenian politicians,Slovenia,679559247,Stub,2.1
12421,Franci Slak,Slovenia,691045510,Start,2.1
12422,Franci Kek,Slovenia,708473880,Stub,2.1
12423,Katja Boh,Slovenia,715002768,Start,2.1
12424,Etbin Kristan,Slovenia,717589260,Start,2.1
12425,Ludvik Toplak,Slovenia,720291870,Start,2.1
12426,Matija Škerbec,Slovenia,721867174,B,2.1
12427,Valentin Zarnik,Slovenia,723006063,Stub,2.1
12428,Drago Marušič,Slovenia,723568459,Start,2.1
12429,Matija Majar,Slovenia,729913395,Start,2.1
12430,Ljubica Jelušič,Slovenia,730293750,Stub,2.1
12431,Jelko Kacin,Slovenia,730652372,Start,2.1
12432,Mojca Kleva,Slovenia,730674032,Start,2.1
12433,József Klekl (politician),Slovenia,730725988,Start,2.1
12434,Tomaž Marušič,Slovenia,731848951,Stub,2.1
12435,Anton Novačan,Slovenia,744645271,Start,2.1
12436,József Klekl (writer),Slovenia,748747928,Start,2.1
12437,Dejan Židan,Slovenia,751242571,Stub,2.1
12438,Alenka Smerkolj,Slovenia,751243434,Start,2.1
12439,Tone Partljič,Slovenia,753811952,Start,2.1
12440,Majda Širca,Slovenia,768472670,Start,2.1
12441,Cankar Centre,Slovenia,768526499,Start,2.1
12442,Ivo Vajgl,Slovenia,772511038,Start,2.1
12443,Vilmos Tkálecz,Slovenia,772511383,Stub,2.1
12444,Anja Bah Žibert,Slovenia,774615452,Stub,2.1
12445,Katja Koren,Slovenia,775073864,Start,2.1
12446,Mária Pozsonec,Slovenia,775368951,Start,2.1
12447,József Szakovics,Slovenia,777924826,Start,2.1
12448,Franc Snoj,Slovenia,779035961,Stub,2.1
12449,Ivan Cankar,Slovenia,781863742,C,2.1
12450,Marta Brilej,Slovenia,782014775,Start,2.1
12451,Lev Kreft,Slovenia,782158855,Stub,2.1
12452,Miro Steržaj,Slovenia,782637247,Start,2.1
12453,József Borovnyák,Slovenia,782976795,Stub,2.1
12454,Spomenka Hribar,Slovenia,784578705,C,2.1
12455,István Kühár,Slovenia,786986422,Stub,2.1
12456,Roman Kirn,Slovenia,788030262,Stub,2.1
12457,Angela Vode,Slovenia,789199782,C,2.1
12458,Tomaž Ertl,Slovenia,789273182,Stub,2.1
12459,Mojca Drčar Murko,Slovenia,790608291,Stub,2.1
12460,Tanja Fajon,Slovenia,790608301,C,2.1
12461,Blaž Kavčič (politician),Slovenia,791679825,Stub,2.1
12462,Božidar Jakac,Slovenia,792070941,C,2.1
12463,Boris Furlan,Slovenia,797969620,C,2.1
12464,Igor Šoltes,Slovenia,798288705,Start,2.1
12465,Alojzija Štebi,Slovenia,798488329,GA,2.1
12466,Lambert Ehrlich,Slovenia,800228623,C,2.1
12467,Romana Jordan Cizelj,Slovenia,800716994,Start,2.1
12468,Eva Irgl,Slovenia,800818597,Start,2.1
12469,Andrej Benedejčič,Slovenia,801279018,Start,2.1
12470,Andrej Osterman,Slovenia,801383756,Stub,2.1
12471,Ivan Kramberger,Slovenia,803451102,Start,2.1
12472,Janez Janša,Slovenia,804943051,C,2.1
12473,Violeta Bulc,Slovenia,806901419,Start,2.1
12474,Alenka Bikar,Slovenia,806983705,Start,2.1
12475,Đuro Šurmin,Croatia,625509885,Start,4.1
12476,Zvonimir Mršić,Croatia,684859066,Stub,4.1
12477,Silvije Degen,Croatia,705106158,Stub,4.1
12478,Božidar Adžija,Croatia,705332341,Stub,4.1
12479,Ognjen Prica,Croatia,705360501,Start,4.1
12480,Otokar Keršovani,Croatia,705360606,Start,4.1
12481,Krešimir Ćosić (politician),Croatia,705397692,Stub,4.1
12482,Josip Pankretić,Croatia,710129550,Stub,4.1
12483,Petar Mlinarić,Croatia,712105295,Stub,4.1
12484,Vjekoslav Spinčić,Croatia,712809299,Start,4.1
12485,Ivan Cesar,Croatia,715335571,Stub,4.1
12486,Janko Kamauf,Croatia,716034447,Stub,4.1
12487,Juraj Demetrović,Croatia,717359520,Stub,4.1
12488,Aleksandar Rakodczay,Croatia,717542728,Stub,4.1
12489,Damir Rilje,Croatia,718837778,Stub,4.1
12490,Zlatko Vitez,Croatia,719226426,Stub,4.1
12491,Antun Mihalović,Croatia,719851898,Stub,4.1
12492,Antun Vakanović,Croatia,719870645,Stub,4.1
12493,Dušan Dragosavac,Croatia,720526880,Stub,4.1
12494,Rajko Ostojić,Croatia,720931349,Stub,4.1
12495,Josip Smodlaka,Croatia,720993023,Stub,4.1
12496,Ivo Amulić,Croatia,720993037,Stub,4.1
12497,Ante Mrduljaš,Croatia,720993051,Stub,4.1
12498,Šimun de Michieli-Vitturi,Croatia,720993870,Stub,4.1
12499,Aleksandar Nallini,Croatia,720993887,Stub,4.1
12500,Emil Ragazzini,Croatia,720993927,Stub,4.1
12501,Umberto Fabris,Croatia,721901285,Stub,4.1
12502,Branko Švarc,Croatia,722833303,Stub,4.1
12503,Vladimir Mažuranić,Croatia,723941816,Stub,4.1
12504,Nikica Gabrić,Croatia,723942277,Stub,4.1
12505,Nadežda Čačinovič,Croatia,723955885,Start,4.1
12506,Nebojša Koharović,Croatia,726752865,Stub,4.1
12507,Petar Vitezica,Croatia,727132412,Stub,4.1
12508,Jakov Cindro,Croatia,727134996,Stub,4.1
12509,Sebastiano Dolci,Croatia,728670457,Stub,4.1
12510,Marino Baldini,Croatia,730681540,Stub,4.1
12511,Pavao Muhić,Croatia,731856594,Stub,4.1
12512,Siniša Školneković,Croatia,735870768,Stub,4.1
12513,Adolf Mošinsky,Croatia,742566840,Stub,4.1
12514,Dragan Vulin,Croatia,743532539,Start,4.1
12515,Milan Kujundžić,Croatia,745329910,Start,4.1
12516,Darinko Kosor,Croatia,745401132,Stub,4.1
12517,Mirko Bogović,Croatia,746399513,Stub,4.1
12518,Arsen Bauk,Croatia,748119210,Stub,4.1
12519,Leonardo Dudan,Croatia,748601806,Stub,4.1
12520,Vladimir Šišljagić,Croatia,749384102,Stub,4.1
12521,Branko Hrg,Croatia,751396900,Stub,4.1
12522,Nansi Tireli,Croatia,751594750,Start,4.1
12523,Krešimir Bubalo,Croatia,757561812,Stub,4.1
12524,Nazif Memedi,Croatia,758533356,Stub,4.1
12525,Jakov Blažević,Croatia,758957460,Stub,4.1
12526,Zvonko Brkić,Croatia,758957615,Stub,4.1
12527,Davor Škrlec,Croatia,761244047,Stub,4.1
12528,Boris Buzančić,Croatia,761837709,Stub,4.1
12529,Đuro Basariček,Croatia,762023726,Start,4.1
12530,Dragutin Haramija,Croatia,762637325,Stub,4.1
12531,Andro Vlahušić,Croatia,763158518,Stub,4.1
12532,Damir Škaro,Croatia,763159123,Stub,4.1
12533,Josip Cindro,Croatia,763292209,Stub,4.1
12534,Milan Šufflay,Croatia,771821755,C,4.1
12535,Svetozar Pribićević,Croatia,772599844,C,4.1
12536,Božo Nikolić,Croatia,772774663,Stub,4.1
12537,Ivan Bunić Vučić,Croatia,774306533,Stub,4.1
12538,Željko Turk,Croatia,775080683,Stub,4.1
12539,Ivan Kuret,Croatia,775624588,Stub,4.1
12540,Vladimir Zagorec,Croatia,776260767,C,4.1
12541,Vlado Singer,Croatia,777056181,C,4.1
12542,Pavle Gregorić,Croatia,777423037,Stub,4.1
12543,Josip Friščić,Croatia,777587363,Stub,4.1
12544,Josip Kregar,Croatia,777587617,Start,4.1
12545,Luciano Sušanj,Croatia,777643196,C,4.1
12546,Joško Svaguša,Croatia,777658380,Start,4.1
12547,Ivo Krbek,Croatia,778667989,Stub,4.1
12548,Josip Jurčević,Croatia,781152002,Start,4.1
12549,Ivan Rabuzin,Croatia,781996299,Start,4.1
12550,Slavko Vukšić,Croatia,781997714,Stub,4.1
12551,Valter Flego,Croatia,782073792,Start,4.1
12552,Ante Paradžik,Croatia,782416698,Start,4.1
12553,Zvonimir Šeparović,Croatia,783002071,Start,4.1
12554,Izidor Kršnjavi,Croatia,783100436,Start,4.1
12555,Marija Lugarić,Croatia,783497022,Stub,4.1
12556,Nadan Vidošević,Croatia,783802982,Start,4.1
12557,Ivan Kovačić,Croatia,785451523,Stub,4.1
12558,Vjekoslav Servatzy,Croatia,786223826,Start,4.1
12559,Slavko Wolf,Croatia,786604485,Start,4.1
12560,Damir Polančec,Croatia,787781591,Stub,4.1
12561,Vesna Girardi-Jurkić,Croatia,788303012,Start,4.1
12562,Zvonimir Richtmann,Croatia,788306307,Start,4.1
12563,Ljudevit Vukotinović,Croatia,788309097,Start,4.1
12564,Tadija Smičiklas,Croatia,788444830,C,4.1
12565,Slavko Cuvaj,Croatia,789267314,Stub,4.1
12566,Ferenc Esterházy (1715–1785),Croatia,789267332,Stub,4.1
12567,Vilim Herman,Croatia,789267342,Start,4.1
12568,Nenad Porges,Croatia,789267429,Start,4.1
12569,Koloman Bedeković,Croatia,789294528,Stub,4.1
12570,Emerik Josipović,Croatia,789295285,Stub,4.1
12571,Gejza Josipović,Croatia,789295289,Stub,4.1
12572,Stjepan Kovačević,Croatia,789295464,Stub,4.1
12573,Nikola Tomašić,Croatia,789296408,Stub,4.1
12574,Ante Ledić,Croatia,789385949,Stub,4.1
12575,Anto Kovačević,Croatia,789442494,Stub,4.1
12576,Đurđa Adlešič,Croatia,789468057,Stub,4.1
12577,Antun Augustinčić,Croatia,789494190,C,4.1
12578,Mihovil Pavlinović,Croatia,790107899,C,4.1
12579,Zdravka Bušić,Croatia,790607686,Stub,4.1
12580,Ruža Tomašić,Croatia,790607890,C,4.1
12581,Petar Alberti,Croatia,790705939,Stub,4.1
12582,Neven Mimica,Croatia,791826853,C,4.1
12583,Relja Bašić,Croatia,792023776,Start,4.1
12584,Božo Kovačević (politician),Croatia,792071174,Stub,4.1
12585,Perica Bukić,Croatia,793441487,Start,4.1
12586,Josip Predavec,Croatia,793704011,Stub,4.1
12587,Igor Pokaz,Croatia,793896344,Start,4.1
12588,Ema Derossi-Bjelajac,Croatia,793911779,Stub,4.1
12589,Predrag Štromar,Croatia,793948787,Stub,4.1
12590,Savka Dabčević-Kučar,Croatia,794220516,Start,4.1
12591,Josipa Rimac,Croatia,794331202,Start,4.1
12592,Ivan Werner,Croatia,794460147,Stub,4.1
12593,Nikica Valentić,Croatia,794605257,Start,4.1
12594,Ivana Maletić,Croatia,794694590,Stub,4.1
